constantId,packageIn,methodIn,methodRefClass,methodRef,codeUnit,varName,varClass,varRefClass
67108864,org.secuso.privacyfriendlytodolist.view.MainActivity,startTut,android.content.Intent,setFlags,virtualinvoke $r1.<android.content.Intent: android.content.Intent setFlags(int)>(67108864),,,
0,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.widget.TextView,setVisibility,virtualinvoke $r5.<android.widget.TextView: void setVisibility(int)>(0),,,
2,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.view.animation.Animation,setRepeatMode,virtualinvoke $r1.<android.view.animation.Animation: void setRepeatMode(int)>(2),,,
-1,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.view.animation.Animation,setRepeatCount,virtualinvoke $r1.<android.view.animation.Animation: void setRepeatCount(int)>(-1),,,
8,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.widget.TextView,setVisibility,virtualinvoke $r5.<android.widget.TextView: void setVisibility(int)>(8),,,
0,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.widget.TextView,setVisibility,virtualinvoke $r5.<android.widget.TextView: void setVisibility(int)>(0),,,
2,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.view.animation.Animation,setRepeatMode,virtualinvoke $r1.<android.view.animation.Animation: void setRepeatMode(int)>(2),,,
-1,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.view.animation.Animation,setRepeatCount,virtualinvoke $r1.<android.view.animation.Animation: void setRepeatCount(int)>(-1),,,
8,org.secuso.privacyfriendlytodolist.view.MainActivity,hints,android.widget.TextView,setVisibility,virtualinvoke $r5.<android.widget.TextView: void setVisibility(int)>(8),,,
0,org.secuso.privacyfriendlytodolist.view.MainActivity,uncheckNavigationEntries,android.view.MenuItem,setChecked,interfaceinvoke $r3.<android.view.MenuItem: android.view.MenuItem setChecked(boolean)>(0),,,
0,org.secuso.privacyfriendlytodolist.view.MainActivity,uncheckNavigationEntries,android.view.MenuItem,setChecked,interfaceinvoke $r3.<android.view.MenuItem: android.view.MenuItem setChecked(boolean)>(0),,,
2131296441,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,org.secuso.privacyfriendlytodolist.view.MainActivity,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.MainActivity: android.view.View findViewById(int)>(2131296441),,,
2131492868,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,android.view.MenuInflater,inflate,virtualinvoke $r4.<android.view.MenuInflater: void inflate(int,android.view.Menu)>(2131492868, $r3),,,
1,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,android.view.MenuItem,setCheckable,interfaceinvoke $r11.<android.view.MenuItem: android.view.MenuItem setCheckable(boolean)>(1),,,
2131230829,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,android.view.MenuItem,setIcon,interfaceinvoke $r11.<android.view.MenuItem: android.view.MenuItem setIcon(int)>(2131230829),,,
2131689645,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,android.widget.ImageButton,<init>,specialinvoke $r12.<android.widget.ImageButton: void <init>(android.content.Context,android.util.AttributeSet,int)>($r0, null, 2131689645),,,
2131230824,org.secuso.privacyfriendlytodolist.view.MainActivity,addListToNav,android.widget.ImageButton,setImageResource,virtualinvoke $r12.<android.widget.ImageButton: void setImageResource(int)>(2131230824),,,
2131427360,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog,<init>,specialinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog: void <init>(android.content.Context,int)>($r2, 2131427360),,,
8,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,titleEdit,android.widget.TextView,setVisibility,virtualinvoke $r1.<android.widget.TextView: void setVisibility(int)>(8),,,
0,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,titleEdit,android.widget.TextView,setVisibility,virtualinvoke $r1.<android.widget.TextView: void setVisibility(int)>(0),,,
2131427361,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog,<init>,specialinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog: void <init>(android.content.Context,int)>($r2, 2131427361),,,
2131624071,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,<init>,android.content.Context,getString,$r6 = virtualinvoke $r2.<android.content.Context: java.lang.String getString(int)>(2131624071),,,
2131624093,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,<init>,android.content.Context,getString,$r6 = virtualinvoke $r2.<android.content.Context: java.lang.String getString(int)>(2131624093),,,
8,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,titleEdit,android.widget.TextView,setVisibility,virtualinvoke $r1.<android.widget.TextView: void setVisibility(int)>(8),,,
0,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,titleEdit,android.widget.TextView,setVisibility,virtualinvoke $r1.<android.widget.TextView: void setVisibility(int)>(0),,,
2131623996,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,setListSelector,android.content.Context,getString,$r6 = virtualinvoke $r7.<android.content.Context: java.lang.String getString(int)>(2131623996),,,
0,android.support.v4.util.SparseArrayCompat,put,java.lang.System,arraycopy,staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r6, 0, $r2, 0, $i2),,,
0,android.support.v4.util.SparseArrayCompat,put,java.lang.System,arraycopy,staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r6, 0, $r2, 0, $i2),,,
0,android.support.v4.util.SparseArrayCompat,put,java.lang.System,arraycopy,staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r8, 0, $r3, 0, $i2),,,
0,android.support.v4.util.SparseArrayCompat,put,java.lang.System,arraycopy,staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r8, 0, $r3, 0, $i2),,,
10,android.support.v4.util.SparseArrayCompat,<init>,android.support.v4.util.SparseArrayCompat,<init>,specialinvoke $r0.<android.support.v4.util.SparseArrayCompat: void <init>(int)>(10),,,
1280,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,android.view.View,setSystemUiVisibility,virtualinvoke $r4.<android.view.View: void setSystemUiVisibility(int)>(1280),,,
2131427359,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,setContentView,virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: void setContentView(int)>(2131427359),,,
2131296593,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,findViewById,$r4 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: android.view.View findViewById(int)>(2131296593),viewPager,android.support.v4.view.ViewPager,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity
2131296409,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,findViewById,$r4 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: android.view.View findViewById(int)>(2131296409),dotsLayout,android.widget.LinearLayout,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity
2131296319,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,findViewById,$r4 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: android.view.View findViewById(int)>(2131296319),btnSkip,android.widget.Button,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity
2131296318,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,findViewById,$r4 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: android.view.View findViewById(int)>(2131296318),btnNext,android.widget.Button,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity
0,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,onCreate,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,addBottomDots,specialinvoke $r0.<org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity: void addBottomDots(int)>(0),,,
2,org.secuso.privacyfriendlytodolist.model.database.DatabaseHelper,<init>,android.database.sqlite.SQLiteOpenHelper,<init>,specialinvoke $r0.<android.database.sqlite.SQLiteOpenHelper: void <init>(android.content.Context,java.lang.String,android.database.sqlite.SQLiteDatabase$CursorFactory,int)>($r1, "TodoDatabase.db", null, 2),,,
2131427409,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog,<init>,specialinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog: void <init>(android.content.Context,int)>($r1, 2131427409),,,
2131296311,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,findViewById,$r2 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.PinDialog: android.view.View findViewById(int)>(2131296311),,,
2131296316,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,findViewById,$r2 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.PinDialog: android.view.View findViewById(int)>(2131296316),,,
2131296310,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,findViewById,$r2 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.PinDialog: android.view.View findViewById(int)>(2131296310),,,
2131296372,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,findViewById,$r2 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.PinDialog: android.view.View findViewById(int)>(2131296372),,,
1,org.secuso.privacyfriendlytodolist.view.dialog.PinDialog,<init>,android.widget.EditText,setActivated,virtualinvoke $r8.<android.widget.EditText: void setActivated(boolean)>(1),,,
1,org.secuso.privacyfriendlytodolist.view.MainActivity,initActivity,org.secuso.privacyfriendlytodolist.view.MainActivity,getTodoLists,virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.MainActivity: java.util.ArrayList getTodoLists(boolean)>(1),,,
1,org.secuso.privacyfriendlytodolist.view.MainActivity,initActivity,android.os.Bundle,putBoolean,virtualinvoke $r1.<android.os.Bundle: void putBoolean(java.lang.String,boolean)>("SHOW_FAB", 1),,,
1,android.support.v4.app.FragmentActivity,onStart,android.os.Handler,removeMessages,virtualinvoke $r1.<android.os.Handler: void removeMessages(int)>(1),,,
2131427363,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoListDialog,<init>,org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog,<init>,specialinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.FullScreenDialog: void <init>(android.content.Context,int)>($r1, 2131427363),,,
2131623979,org.secuso.privacyfriendlytodolist.view.MainActivity$OnCustomMenuItemClickListener,onClick,android.support.v7.app.AlertDialog$Builder,setMessage,virtualinvoke $r3.<android.support.v7.app.AlertDialog$Builder: android.support.v7.app.AlertDialog$Builder setMessage(int)>(2131623979),,,
1,org.secuso.privacyfriendlytodolist.view.MainActivity$OnCustomMenuItemClickListener,onClick,android.support.v7.app.AlertDialog$Builder,setCancelable,virtualinvoke $r3.<android.support.v7.app.AlertDialog$Builder: android.support.v7.app.AlertDialog$Builder setCancelable(boolean)>(1),,,
2131623978,org.secuso.privacyfriendlytodolist.view.MainActivity$OnCustomMenuItemClickListener,onClick,android.support.v7.app.AlertDialog$Builder,setPositiveButton,virtualinvoke $r3.<android.support.v7.app.AlertDialog$Builder: android.support.v7.app.AlertDialog$Builder setPositiveButton(int,android.content.DialogInterface$OnClickListener)>(2131623978, $r5),,,
2131623977,org.secuso.privacyfriendlytodolist.view.MainActivity$OnCustomMenuItemClickListener,onClick,android.support.v7.app.AlertDialog$Builder,setNegativeButton,virtualinvoke $r3.<android.support.v7.app.AlertDialog$Builder: android.support.v7.app.AlertDialog$Builder setNegativeButton(int,android.content.DialogInterface$OnClickListener)>(2131623977, $r6),,,
2131296369,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296369),etSubtaskName,android.widget.EditText,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog
2131296305,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296305),,,
2131296304,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296304),cancelButton,android.widget.Button,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog
2131296356,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296356),dialogTitleEdit,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog
2131296357,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296357),dialogTitleNew,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog
2131296304,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoSubTaskDialog: android.view.View findViewById(int)>(2131296304),,,
2131296564,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296564),prioritySelector,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296358,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296358),dialogTitleNew,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296355,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296355),dialogTitleEdit,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296562,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296562),listSelector,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296568,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296568),progressText,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296446,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296446),progressPercent,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296461,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296461),progress_layout,android.widget.RelativeLayout,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296446,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296446),,,
2131296477,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296477),progressSelector,android.widget.SeekBar,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296307,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296307),,,
2131296306,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296306),,,
2131296569,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296569),deadlineTextView,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296571,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296571),reminderTextView,android.widget.TextView,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296371,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296371),taskName,android.widget.EditText,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131296370,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,initGui,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog,findViewById,$r1 = virtualinvoke $r0.<org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog: android.view.View findViewById(int)>(2131296370),taskDescription,android.widget.EditText,org.secuso.privacyfriendlytodolist.view.dialog.ProcessTodoTaskDialog
2131624142,org.secuso.privacyfriendlytodolist.model.Helper,priority2String,android.content.res.Resources,getString,$r4 = virtualinvoke $r3.<android.content.res.Resources: java.lang.String getString(int)>(2131624142),,,
2131624054,org.secuso.privacyfriendlytodolist.model.Helper,priority2String,android.content.res.Resources,getString,$r4 = virtualinvoke $r3.<android.content.res.Resources: java.lang.String getString(int)>(2131624054),,,
2131624057,org.secuso.privacyfriendlytodolist.model.Helper,priority2String,android.content.res.Resources,getString,$r4 = virtualinvoke $r3.<android.content.res.Resources: java.lang.String getString(int)>(2131624057),,,
2131624044,org.secuso.privacyfriendlytodolist.model.Helper,priority2String,android.content.res.Resources,getString,$r4 = virtualinvoke $r3.<android.content.res.Resources: java.lang.String getString(int)>(2131624044),,,
0,android.support.design.widget.Snackbar,make,android.view.LayoutInflater,inflate,$r0 = virtualinvoke $r5.<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup,boolean)>($i1, $r2, 0),,,
0,android.support.v4.app.FragmentManagerImpl,restoreAllState,android.support.v4.app.BackStackRecord,dump,virtualinvoke $r27.<android.support.v4.app.BackStackRecord: void dump(java.lang.String,java.io.PrintWriter,boolean)>("  ", $r29, 0),,,
1,android.support.v4.app.FragmentManagerImpl,dispatchCreate,android.support.v4.app.FragmentManagerImpl,dispatchStateChange,specialinvoke $r0.<android.support.v4.app.FragmentManagerImpl: void dispatchStateChange(int)>(1),,,
2130903040,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,addBottomDots,android.content.res.Resources,getIntArray,$r1 = virtualinvoke $r3.<android.content.res.Resources: int[] getIntArray(int)>(2130903040),,,
2130903041,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,addBottomDots,android.content.res.Resources,getIntArray,$r4 = virtualinvoke $r3.<android.content.res.Resources: int[] getIntArray(int)>(2130903041),,,
-2147483648,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,changeStatusBarColor,android.view.Window,addFlags,virtualinvoke $r1.<android.view.Window: void addFlags(int)>(-2147483648),,,
0,org.secuso.privacyfriendlytodolist.tutorial.TutorialActivity,changeStatusBarColor,android.view.Window,setStatusBarColor,virtualinvoke $r1.<android.view.Window: void setStatusBarColor(int)>(0),,,
